scenario_id,wind_scenario,pv_scenario,hour,time,base_load_mw,wind_power_mw,pv_power_mw,renewable_power_mw,on_status,alk_power_mw,pem_power_mw,ammonia_power_mw,hydrogen_ammonia_load_mw,total_load_mw,grid_purchase_mw,grid_export_mw,renewable_self_used_mw,tou_price_yuan_per_kwh,grid_purchase_cost_yuan,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,grid_export_revenue_yuan,hourly_net_cost_yuan,delta_cost_yuan,production_ton,hourly_ammonia_output_ton
W1_PV1,风电场景1,光伏场景1,16,16:00-17:00,3.75,10.107999999999999,33.28,43.388,0,0.0,0.0,0.0,0.0,3.75,0.0,39.638,3.75,0.6074,0.0,1516.1999999999996,3993.6,0.0,0.0,0.0,14979.200200000001,-9469.400200000002,21113.179000000004,45.0,0.0
W1_PV1,风电场景1,光伏场景1,17,17:00-18:00,3.1398,6.3839999999999995,24.32,30.704,0,0.0,0.0,0.0,0.0,3.1398,0.0,27.5642,3.1398,0.6074,0.0,957.5999999999998,2918.4,0.0,0.0,0.0,10416.511180000001,-6540.511180000001,23884.116100000003,45.0,0.0
W1_PV1,风电场景1,光伏场景1,18,18:00-19:00,2.61,6.428000000000001,11.52,17.948,0,0.0,0.0,0.0,0.0,2.61,0.0,15.338000000000001,2.61,0.8024,0.0,964.2,1382.3999999999999,0.0,0.0,0.0,5796.230200000001,-3449.630200000001,31791.619000000002,45.0,0.0
W1_PV1,风电场景1,光伏场景1,19,19:00-20:00,2.1198,5.736,0.0,5.736,0,0.0,0.0,0.0,0.0,2.1198,0.0,3.6161999999999996,2.1198,0.8024,0.0,860.4,0.0,0.0,0.0,0.0,1366.56198,-506.16197999999997,36767.5231,45.0,0.0
W1_PV1,风电场景1,光伏场景1,20,20:00-21:00,1.8599999999999999,3.752,0.0,3.752,0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,1.892,1.8599999999999999,0.8024,0.0,562.8,0.0,0.0,0.0,0.0,714.9868,-152.18680000000006,37499.446,45.0,0.0
W1_PV1,风电场景1,光伏场景1,21,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,0,0.0,0.0,0.0,0.0,1.6301999999999999,0.0,2.0618,1.6301999999999999,0.6074,0.0,553.8,0.0,0.0,0.0,0.0,779.1542199999999,-225.35421999999994,29736.916900000004,45.0,0.0
W1_PV1,风电场景1,光伏场景1,22,22:00-23:00,1.56,4.88,0.0,4.88,0,0.0,0.0,0.0,0.0,1.56,0.0,3.32,1.56,0.6074,0.0,732.0,0.0,0.0,0.0,0.0,1254.6280000000002,-522.6280000000002,29448.160000000003,45.0,0.0
W1_PV1,风电场景1,光伏场景1,23,23:00-24:00,1.4802,3.1919999999999997,0.0,3.1919999999999997,1,20.0,20.0,1.5,41.5,42.980199999999996,39.788199999999996,0.0,3.1919999999999997,0.3424,13623.479679999999,478.7999999999999,0.0,2000.0,3000.0,3.0,0.0,19105.27968,19273.3689,45.0,3.0
W1_PV1,风电场景1,光伏场景1,0,0:00-1:00,1.3698000000000001,9.776,0.0,9.776,1,20.0,20.0,1.5,41.5,42.8698,33.0938,0.0,9.776,0.3424,11331.31712,1466.3999999999999,0.0,2000.0,3000.0,3.0,0.0,17800.71712,19511.0201,36.0,3.0
W1_PV1,风电场景1,光伏场景1,1,1:00-2:00,1.0997999999999999,10.904,0.0,10.904,1,20.0,20.0,1.5,41.5,42.5998,31.695800000000002,0.0,10.904,0.3424,10852.64192,1635.6,0.0,2000.0,3000.0,3.0,0.0,17491.24192,19560.6491,36.0,3.0
W1_PV1,风电场景1,光伏场景1,2,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,1,20.0,20.0,1.5,41.5,42.2998,27.147799999999997,0.0,15.152000000000001,0.3424,9295.406719999997,2272.8,0.0,2000.0,3000.0,3.0,0.0,16571.20672,19722.1031,36.0,3.0
W1_PV1,风电场景1,光伏场景1,3,3:00-4:00,0.99,13.312,0.0,13.312,1,20.0,20.0,1.5,41.5,42.49,29.178000000000004,0.0,13.312,0.3424,9990.5472,1996.8,0.0,2000.0,3000.0,3.0,0.0,16990.3472,19650.031,36.0,3.0
W1_PV1,风电场景1,光伏场景1,4,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,1,20.0,20.0,1.5,41.5,42.6802,27.608199999999997,0.0,15.072000000000001,0.3424,9453.047679999998,2260.8,0.0,2000.0,3000.0,3.0,0.0,16716.84768,19705.7589,36.0,3.0
W1_PV1,风电场景1,光伏场景1,5,5:00-6:00,1.6301999999999999,18.724,0.0,18.724,1,20.0,20.0,1.5,41.5,43.1302,24.406200000000002,0.0,18.724,0.3424,8356.68288,2808.6,0.0,2000.0,3000.0,3.0,0.0,16168.28288,19819.429900000003,36.0,3.0
W1_PV1,风电场景1,光伏场景1,6,6:00-7:00,2.5002,9.628,14.08,23.708,1,20.0,20.0,1.5,41.5,44.0002,20.2922,0.0,23.708,0.3424,6948.04928,1444.2,1689.6,2000.0,3000.0,3.0,0.0,15084.84928,19965.4769,36.0,3.0
W1_PV1,风电场景1,光伏场景1,7,7:00-8:00,3.3701999999999996,22.804000000000002,25.6,48.404,1,20.0,20.0,1.5,41.5,44.8702,0.0,3.5338000000000065,44.8702,0.6074,0.0,3420.6000000000004,3072.0,2000.0,3000.0,3.0,1335.4230200000025,10160.176979999998,20685.85,36.0,3.0
W1_PV1,风电场景1,光伏场景1,8,8:00-9:00,4.0098,17.852,37.12,54.971999999999994,1,20.0,20.0,1.5,41.5,45.5098,0.0,9.462199999999996,45.5098,0.6074,0.0,2677.7999999999997,4454.4,2000.0,3000.0,3.0,3575.7653799999985,8559.43462,20685.85,36.0,3.0
W1_PV1,风电场景1,光伏场景1,9,9:00-10:00,4.199999999999999,14.328000000000001,46.08,60.408,1,20.0,20.0,1.5,41.5,45.7,0.0,14.707999999999998,45.7,0.6074,0.0,2149.2000000000003,5529.599999999999,2000.0,3000.0,3.0,5558.1532,7123.6467999999995,20685.85,36.0,3.0
W1_PV1,风电场景1,光伏场景1,10,10:00-11:00,4.1202,11.904,52.48,64.384,0,0.0,0.0,0.0,0.0,4.1202,0.0,60.2638,4.1202,0.8024,0.0,1785.6,6297.599999999999,0.0,0.0,0.0,22773.690020000002,-14690.490020000003,20685.85,36.0,0.0
W1_PV1,风电场景1,光伏场景1,11,11:00-12:00,3.9000000000000004,7.736,55.04,62.775999999999996,0,0.0,0.0,0.0,0.0,3.9000000000000004,0.0,58.876,3.9000000000000004,0.8024,0.0,1160.3999999999999,6604.8,0.0,0.0,0.0,22249.240400000002,-14484.040400000002,20685.850000000002,36.0,0.0
W1_PV1,风电场景1,光伏场景1,12,12:00-13:00,3.2598000000000003,8.556000000000001,56.32,64.876,0,0.0,0.0,0.0,0.0,3.2598000000000003,0.0,61.616200000000006,3.2598000000000003,0.8024,0.0,1283.4000000000003,6758.4,0.0,0.0,0.0,23284.761980000003,-15242.961980000004,20685.85,36.0,0.0
W1_PV1,风电场景1,光伏场景1,13,13:00-14:00,2.6898,14.52,56.32,70.84,1,20.0,20.0,1.5,41.5,44.1898,0.0,26.650200000000005,44.1898,0.8024,0.0,2178.0,6758.4,2000.0,3000.0,3.0,10071.110580000002,3868.2894199999973,20685.849999999995,36.0,3.0
W1_PV1,风电场景1,光伏场景1,14,14:00-15:00,3.63,6.707999999999999,52.48,59.187999999999995,0,0.0,0.0,0.0,0.0,3.63,0.0,55.55799999999999,3.63,0.8024,0.0,1006.1999999999998,6297.599999999999,0.0,0.0,0.0,20995.368199999997,-13691.568199999998,20685.85,36.0,0.0
W1_PV1,风电场景1,光伏场景1,15,15:00-16:00,3.8202000000000003,11.175999999999998,44.8,55.976,0,0.0,0.0,0.0,0.0,3.8202000000000003,0.0,52.1558,3.8202000000000003,0.6074,0.0,1676.3999999999996,5376.0,0.0,0.0,0.0,19709.67682,-12657.276820000001,20685.85,36.0,0.0
W1_PV1,风电场景1,光伏场景1,16,16:00-17:00,3.75,10.107999999999999,33.28,43.388,0,0.0,0.0,0.0,0.0,3.75,0.0,39.638,3.75,0.6074,0.0,1516.1999999999996,3993.6,0.0,0.0,0.0,14979.200200000001,-9469.400200000002,21113.179000000004,36.0,0.0
W1_PV1,风电场景1,光伏场景1,17,17:00-18:00,3.1398,6.3839999999999995,24.32,30.704,0,0.0,0.0,0.0,0.0,3.1398,0.0,27.5642,3.1398,0.6074,0.0,957.5999999999998,2918.4,0.0,0.0,0.0,10416.511180000001,-6540.511180000001,23884.116100000003,36.0,0.0
W1_PV1,风电场景1,光伏场景1,18,18:00-19:00,2.61,6.428000000000001,11.52,17.948,0,0.0,0.0,0.0,0.0,2.61,0.0,15.338000000000001,2.61,0.8024,0.0,964.2,1382.3999999999999,0.0,0.0,0.0,5796.230200000001,-3449.630200000001,31791.619000000002,36.0,0.0
W1_PV1,风电场景1,光伏场景1,19,19:00-20:00,2.1198,5.736,0.0,5.736,0,0.0,0.0,0.0,0.0,2.1198,0.0,3.6161999999999996,2.1198,0.8024,0.0,860.4,0.0,0.0,0.0,0.0,1366.56198,-506.16197999999997,36767.5231,36.0,0.0
W1_PV1,风电场景1,光伏场景1,20,20:00-21:00,1.8599999999999999,3.752,0.0,3.752,0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,1.892,1.8599999999999999,0.8024,0.0,562.8,0.0,0.0,0.0,0.0,714.9868,-152.18680000000006,37499.446,36.0,0.0
W1_PV1,风电场景1,光伏场景1,21,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,0,0.0,0.0,0.0,0.0,1.6301999999999999,0.0,2.0618,1.6301999999999999,0.6074,0.0,553.8,0.0,0.0,0.0,0.0,779.1542199999999,-225.35421999999994,29736.916900000004,36.0,0.0
W1_PV1,风电场景1,光伏场景1,22,22:00-23:00,1.56,4.88,0.0,4.88,0,0.0,0.0,0.0,0.0,1.56,0.0,3.32,1.56,0.6074,0.0,732.0,0.0,0.0,0.0,0.0,1254.6280000000002,-522.6280000000002,29448.160000000003,36.0,0.0
W1_PV1,风电场景1,光伏场景1,23,23:00-24:00,1.4802,3.1919999999999997,0.0,3.1919999999999997,1,20.0,20.0,1.5,41.5,42.980199999999996,39.788199999999996,0.0,3.1919999999999997,0.3424,13623.479679999999,478.7999999999999,0.0,2000.0,3000.0,3.0,0.0,19105.27968,19273.3689,36.0,3.0
W1_PV2,风电场景1,光伏场景2,0,0:00-1:00,1.3698000000000001,9.776,0.0,9.776,1,20.0,20.0,1.5,41.5,42.8698,33.0938,0.0,9.776,0.3424,11331.31712,1466.3999999999999,0.0,2000.0,3000.0,3.0,0.0,17800.71712,19511.0201,72.0,3.0
W1_PV2,风电场景1,光伏场景2,1,1:00-2:00,1.0997999999999999,10.904,0.0,10.904,1,20.0,20.0,1.5,41.5,42.5998,31.695800000000002,0.0,10.904,0.3424,10852.64192,1635.6,0.0,2000.0,3000.0,3.0,0.0,17491.24192,19560.6491,72.0,3.0
W1_PV2,风电场景1,光伏场景2,2,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,1,20.0,20.0,1.5,41.5,42.2998,27.147799999999997,0.0,15.152000000000001,0.3424,9295.406719999997,2272.8,0.0,2000.0,3000.0,3.0,0.0,16571.20672,19722.1031,72.0,3.0
W1_PV2,风电场景1,光伏场景2,3,3:00-4:00,0.99,13.312,0.0,13.312,1,20.0,20.0,1.5,41.5,42.49,29.178000000000004,0.0,13.312,0.3424,9990.5472,1996.8,0.0,2000.0,3000.0,3.0,0.0,16990.3472,19650.031,72.0,3.0
W1_PV2,风电场景1,光伏场景2,4,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,1,20.0,20.0,1.5,41.5,42.6802,27.608199999999997,0.0,15.072000000000001,0.3424,9453.047679999998,2260.8,0.0,2000.0,3000.0,3.0,0.0,16716.84768,19705.7589,72.0,3.0
W1_PV2,风电场景1,光伏场景2,5,5:00-6:00,1.6301999999999999,18.724,0.0,18.724,1,20.0,20.0,1.5,41.5,43.1302,24.406200000000002,0.0,18.724,0.3424,8356.68288,2808.6,0.0,2000.0,3000.0,3.0,0.0,16168.28288,19819.429900000003,72.0,3.0
W1_PV2,风电场景1,光伏场景2,6,6:00-7:00,2.5002,9.628,0.0,9.628,1,20.0,20.0,1.5,41.5,44.0002,34.3722,0.0,9.628,0.3424,11769.041279999998,1444.2,0.0,2000.0,3000.0,3.0,0.0,18216.24128,19465.636899999998,72.0,3.0
W1_PV2,风电场景1,光伏场景2,7,7:00-8:00,3.3701999999999996,22.804000000000002,3.2,26.004,1,20.0,20.0,1.5,41.5,44.8702,18.866199999999996,0.0,26.004,0.6074,11459.32988,3420.6000000000004,384.0,2000.0,3000.0,3.0,0.0,20266.92988,25015.6429,72.0,3.0
W1_PV2,风电场景1,光伏场景2,8,8:00-9:00,4.0098,17.852,10.88,28.732,1,20.0,20.0,1.5,41.5,45.5098,16.7778,0.0,28.732,0.6074,10190.835720000001,2677.7999999999997,1305.6,2000.0,3000.0,3.0,0.0,19177.23572,24536.3551,72.0,3.0
W1_PV2,风电场景1,光伏场景2,9,9:00-10:00,4.199999999999999,14.328000000000001,17.92,32.248000000000005,1,20.0,20.0,1.5,41.5,45.7,13.451999999999998,0.0,32.248000000000005,0.6074,8170.7447999999995,2149.2000000000003,2150.4,2000.0,3000.0,3.0,0.0,17473.3448,23773.084000000003,72.0,3.0
W1_PV2,风电场景1,光伏场景2,10,10:00-11:00,4.1202,11.904,24.96,36.864000000000004,1,20.0,20.0,1.5,41.5,45.6202,8.756199999999993,0.0,36.864000000000004,0.8024,7025.974879999995,1785.6,2995.2,2000.0,3000.0,3.0,0.0,16809.774879999994,24402.8569,72.0,3.0
W1_PV2,风电场景1,光伏场景2,11,11:00-12:00,3.9000000000000004,7.736,31.36,39.096,1,20.0,20.0,1.5,41.5,45.4,6.304000000000002,0.0,39.096,0.8024,5058.329600000002,1160.3999999999999,3763.2,2000.0,3000.0,3.0,0.0,14984.929600000001,23361.898,72.0,3.0
W1_PV2,风电场景1,光伏场景2,12,12:00-13:00,3.2598000000000003,8.556000000000001,35.84,44.396,1,20.0,20.0,1.5,41.5,44.7598,0.3637999999999977,0.0,44.396,0.8024,291.9131199999981,1283.4000000000003,4300.8,2000.0,3000.0,3.0,0.0,10879.113119999998,20840.2831,72.0,3.0
W1_PV2,风电场景1,光伏场景2,13,13:00-14:00,2.6898,14.52,37.12,51.64,1,20.0,20.0,1.5,41.5,44.1898,0.0,7.450200000000002,44.1898,0.8024,0.0,2178.0,4454.4,2000.0,3000.0,3.0,2815.430580000001,8819.969419999998,20685.85,72.0,3.0
W1_PV2,风电场景1,光伏场景2,14,14:00-15:00,3.63,6.707999999999999,32.0,38.708,1,20.0,20.0,1.5,41.5,45.13,6.422000000000004,0.0,38.708,0.8024,5153.012800000004,1006.1999999999998,3840.0,2000.0,3000.0,3.0,0.0,15002.212800000005,23411.989,72.0,3.0
W1_PV2,风电场景1,光伏场景2,15,15:00-16:00,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,1,20.0,20.0,1.5,41.5,45.3202,8.544200000000004,0.0,36.775999999999996,0.6074,5189.747080000003,1676.3999999999996,3072.0,2000.0,3000.0,3.0,0.0,14941.147080000002,22646.7439,72.0,3.0
W1_PV2,风电场景1,光伏场景2,16,16:00-17:00,3.75,10.107999999999999,19.2,29.308,1,20.0,20.0,1.5,41.5,45.25,15.942,0.0,29.308,0.6074,9683.170800000002,1516.1999999999996,2304.0,2000.0,3000.0,3.0,0.0,18506.3708,24344.539,72.0,3.0
W1_PV2,风电场景1,光伏场景2,17,17:00-18:00,3.1398,6.3839999999999995,9.6,15.983999999999998,1,20.0,20.0,1.5,41.5,44.6398,28.655800000000003,0.0,15.983999999999998,0.6074,17405.53292,957.5999999999998,1152.0,2000.0,3000.0,3.0,0.0,24518.13292,27262.3561,72.0,3.0
W1_PV2,风电场景1,光伏场景2,18,18:00-19:00,2.61,6.428000000000001,3.2,9.628,1,20.0,20.0,1.5,41.5,44.11,34.482,0.0,9.628,0.8024,27668.3568,964.2,384.0,2000.0,3000.0,3.0,0.0,34019.556800000006,35323.459,72.0,3.0
W1_PV2,风电场景1,光伏场景2,19,19:00-20:00,2.1198,5.736,0.0,5.736,1,20.0,20.0,1.5,41.5,43.6198,37.8838,0.0,5.736,0.8024,30397.961120000004,860.4,0.0,2000.0,3000.0,3.0,0.0,36261.36112,36767.5231,72.0,3.0
W1_PV2,风电场景1,光伏场景2,20,20:00-21:00,1.8599999999999999,3.752,0.0,3.752,1,20.0,20.0,1.5,41.5,43.36,39.608,0.0,3.752,0.8024,31781.4592,562.8,0.0,2000.0,3000.0,3.0,0.0,37347.2592,37499.446,72.0,3.0
W1_PV2,风电场景1,光伏场景2,21,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,1,20.0,20.0,1.5,41.5,43.1302,39.4382,0.0,3.6919999999999997,0.6074,23954.762680000003,553.8,0.0,2000.0,3000.0,3.0,0.0,29511.562680000003,29736.916900000004,72.0,3.0
W1_PV2,风电场景1,光伏场景2,22,22:00-23:00,1.56,4.88,0.0,4.88,1,20.0,20.0,1.5,41.5,43.06,38.18,0.0,4.88,0.6074,23190.532000000003,732.0,0.0,2000.0,3000.0,3.0,0.0,28925.532000000003,29448.160000000003,72.0,3.0
W1_PV2,风电场景1,光伏场景2,23,23:00-24:00,1.4802,3.1919999999999997,0.0,3.1919999999999997,1,20.0,20.0,1.5,41.5,42.980199999999996,39.788199999999996,0.0,3.1919999999999997,0.3424,13623.479679999999,478.7999999999999,0.0,2000.0,3000.0,3.0,0.0,19105.27968,19273.3689,72.0,3.0
W1_PV2,风电场景1,光伏场景2,0,0:00-1:00,1.3698000000000001,9.776,0.0,9.776,1,20.0,20.0,1.5,41.5,42.8698,33.0938,0.0,9.776,0.3424,11331.31712,1466.3999999999999,0.0,2000.0,3000.0,3.0,0.0,17800.71712,19511.0201,63.0,3.0
W1_PV2,风电场景1,光伏场景2,1,1:00-2:00,1.0997999999999999,10.904,0.0,10.904,1,20.0,20.0,1.5,41.5,42.5998,31.695800000000002,0.0,10.904,0.3424,10852.64192,1635.6,0.0,2000.0,3000.0,3.0,0.0,17491.24192,19560.6491,63.0,3.0
W1_PV2,风电场景1,光伏场景2,2,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,1,20.0,20.0,1.5,41.5,42.2998,27.147799999999997,0.0,15.152000000000001,0.3424,9295.406719999997,2272.8,0.0,2000.0,3000.0,3.0,0.0,16571.20672,19722.1031,63.0,3.0
W1_PV2,风电场景1,光伏场景2,3,3:00-4:00,0.99,13.312,0.0,13.312,1,20.0,20.0,1.5,41.5,42.49,29.178000000000004,0.0,13.312,0.3424,9990.5472,1996.8,0.0,2000.0,3000.0,3.0,0.0,16990.3472,19650.031,63.0,3.0
W1_PV2,风电场景1,光伏场景2,4,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,1,20.0,20.0,1.5,41.5,42.6802,27.608199999999997,0.0,15.072000000000001,0.3424,9453.047679999998,2260.8,0.0,2000.0,3000.0,3.0,0.0,16716.84768,19705.7589,63.0,3.0
W1_PV2,风电场景1,光伏场景2,5,5:00-6:00,1.6301999999999999,18.724,0.0,18.724,1,20.0,20.0,1.5,41.5,43.1302,24.406200000000002,0.0,18.724,0.3424,8356.68288,2808.6,0.0,2000.0,3000.0,3.0,0.0,16168.28288,19819.429900000003,63.0,3.0
W1_PV2,风电场景1,光伏场景2,6,6:00-7:00,2.5002,9.628,0.0,9.628,1,20.0,20.0,1.5,41.5,44.0002,34.3722,0.0,9.628,0.3424,11769.041279999998,1444.2,0.0,2000.0,3000.0,3.0,0.0,18216.24128,19465.636899999998,63.0,3.0
W1_PV2,风电场景1,光伏场景2,7,7:00-8:00,3.3701999999999996,22.804000000000002,3.2,26.004,1,20.0,20.0,1.5,41.5,44.8702,18.866199999999996,0.0,26.004,0.6074,11459.32988,3420.6000000000004,384.0,2000.0,3000.0,3.0,0.0,20266.92988,25015.6429,63.0,3.0
W1_PV2,风电场景1,光伏场景2,8,8:00-9:00,4.0098,17.852,10.88,28.732,1,20.0,20.0,1.5,41.5,45.5098,16.7778,0.0,28.732,0.6074,10190.835720000001,2677.7999999999997,1305.6,2000.0,3000.0,3.0,0.0,19177.23572,24536.3551,63.0,3.0
W1_PV2,风电场景1,光伏场景2,9,9:00-10:00,4.199999999999999,14.328000000000001,17.92,32.248000000000005,1,20.0,20.0,1.5,41.5,45.7,13.451999999999998,0.0,32.248000000000005,0.6074,8170.7447999999995,2149.2000000000003,2150.4,2000.0,3000.0,3.0,0.0,17473.3448,23773.084000000003,63.0,3.0
W1_PV2,风电场景1,光伏场景2,10,10:00-11:00,4.1202,11.904,24.96,36.864000000000004,1,20.0,20.0,1.5,41.5,45.6202,8.756199999999993,0.0,36.864000000000004,0.8024,7025.974879999995,1785.6,2995.2,2000.0,3000.0,3.0,0.0,16809.774879999994,24402.8569,63.0,3.0
W1_PV2,风电场景1,光伏场景2,11,11:00-12:00,3.9000000000000004,7.736,31.36,39.096,1,20.0,20.0,1.5,41.5,45.4,6.304000000000002,0.0,39.096,0.8024,5058.329600000002,1160.3999999999999,3763.2,2000.0,3000.0,3.0,0.0,14984.929600000001,23361.898,63.0,3.0
W1_PV2,风电场景1,光伏场景2,12,12:00-13:00,3.2598000000000003,8.556000000000001,35.84,44.396,1,20.0,20.0,1.5,41.5,44.7598,0.3637999999999977,0.0,44.396,0.8024,291.9131199999981,1283.4000000000003,4300.8,2000.0,3000.0,3.0,0.0,10879.113119999998,20840.2831,63.0,3.0
W1_PV2,风电场景1,光伏场景2,13,13:00-14:00,2.6898,14.52,37.12,51.64,1,20.0,20.0,1.5,41.5,44.1898,0.0,7.450200000000002,44.1898,0.8024,0.0,2178.0,4454.4,2000.0,3000.0,3.0,2815.430580000001,8819.969419999998,20685.85,63.0,3.0
W1_PV2,风电场景1,光伏场景2,14,14:00-15:00,3.63,6.707999999999999,32.0,38.708,1,20.0,20.0,1.5,41.5,45.13,6.422000000000004,0.0,38.708,0.8024,5153.012800000004,1006.1999999999998,3840.0,2000.0,3000.0,3.0,0.0,15002.212800000005,23411.989,63.0,3.0
W1_PV2,风电场景1,光伏场景2,15,15:00-16:00,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,1,20.0,20.0,1.5,41.5,45.3202,8.544200000000004,0.0,36.775999999999996,0.6074,5189.747080000003,1676.3999999999996,3072.0,2000.0,3000.0,3.0,0.0,14941.147080000002,22646.7439,63.0,3.0
W1_PV2,风电场景1,光伏场景2,16,16:00-17:00,3.75,10.107999999999999,19.2,29.308,1,20.0,20.0,1.5,41.5,45.25,15.942,0.0,29.308,0.6074,9683.170800000002,1516.1999999999996,2304.0,2000.0,3000.0,3.0,0.0,18506.3708,24344.539,63.0,3.0
W1_PV2,风电场景1,光伏场景2,17,17:00-18:00,3.1398,6.3839999999999995,9.6,15.983999999999998,1,20.0,20.0,1.5,41.5,44.6398,28.655800000000003,0.0,15.983999999999998,0.6074,17405.53292,957.5999999999998,1152.0,2000.0,3000.0,3.0,0.0,24518.13292,27262.3561,63.0,3.0
W1_PV2,风电场景1,光伏场景2,18,18:00-19:00,2.61,6.428000000000001,3.2,9.628,0,0.0,0.0,0.0,0.0,2.61,0.0,7.018000000000001,2.61,0.8024,0.0,964.2,384.0,0.0,0.0,0.0,2652.1022000000003,-1303.9022000000002,35323.459,63.0,0.0
W1_PV2,风电场景1,光伏场景2,19,19:00-20:00,2.1198,5.736,0.0,5.736,0,0.0,0.0,0.0,0.0,2.1198,0.0,3.6161999999999996,2.1198,0.8024,0.0,860.4,0.0,0.0,0.0,0.0,1366.56198,-506.16197999999997,36767.5231,63.0,0.0
W1_PV2,风电场景1,光伏场景2,20,20:00-21:00,1.8599999999999999,3.752,0.0,3.752,0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,1.892,1.8599999999999999,0.8024,0.0,562.8,0.0,0.0,0.0,0.0,714.9868,-152.18680000000006,37499.446,63.0,0.0
W1_PV2,风电场景1,光伏场景2,21,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,1,20.0,20.0,1.5,41.5,43.1302,39.4382,0.0,3.6919999999999997,0.6074,23954.762680000003,553.8,0.0,2000.0,3000.0,3.0,0.0,29511.562680000003,29736.916900000004,63.0,3.0
W1_PV2,风电场景1,光伏场景2,22,22:00-23:00,1.56,4.88,0.0,4.88,1,20.0,20.0,1.5,41.5,43.06,38.18,0.0,4.88,0.6074,23190.532000000003,732.0,0.0,2000.0,3000.0,3.0,0.0,28925.532000000003,29448.160000000003,63.0,3.0
W1_PV2,风电场景1,光伏场景2,23,23:00-24:00,1.4802,3.1919999999999997,0.0,3.1919999999999997,1,20.0,20.0,1.5,41.5,42.980199999999996,39.788199999999996,0.0,3.1919999999999997,0.3424,13623.479679999999,478.7999999999999,0.0,2000.0,3000.0,3.0,0.0,19105.27968,19273.3689,63.0,3.0
W1_PV2,风电场景1,光伏场景2,0,0:00-1:00,1.3698000000000001,9.776,0.0,9.776,1,20.0,20.0,1.5,41.5,42.8698,33.0938,0.0,9.776,0.3424,11331.31712,1466.3999999999999,0.0,2000.0,3000.0,3.0,0.0,17800.71712,19511.0201,54.0,3.0
W1_PV2,风电场景1,光伏场景2,1,1:00-2:00,1.0997999999999999,10.904,0.0,10.904,1,20.0,20.0,1.5,41.5,42.5998,31.695800000000002,0.0,10.904,0.3424,10852.64192,1635.6,0.0,2000.0,3000.0,3.0,0.0,17491.24192,19560.6491,54.0,3.0
W1_PV2,风电场景1,光伏场景2,2,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,1,20.0,20.0,1.5,41.5,42.2998,27.147799999999997,0.0,15.152000000000001,0.3424,9295.406719999997,2272.8,0.0,2000.0,3000.0,3.0,0.0,16571.20672,19722.1031,54.0,3.0
W1_PV2,风电场景1,光伏场景2,3,3:00-4:00,0.99,13.312,0.0,13.312,1,20.0,20.0,1.5,41.5,42.49,29.178000000000004,0.0,13.312,0.3424,9990.5472,1996.8,0.0,2000.0,3000.0,3.0,0.0,16990.3472,19650.031,54.0,3.0
W1_PV2,风电场景1,光伏场景2,4,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,1,20.0,20.0,1.5,41.5,42.6802,27.608199999999997,0.0,15.072000000000001,0.3424,9453.047679999998,2260.8,0.0,2000.0,3000.0,3.0,0.0,16716.84768,19705.7589,54.0,3.0
W1_PV2,风电场景1,光伏场景2,5,5:00-6:00,1.6301999999999999,18.724,0.0,18.724,1,20.0,20.0,1.5,41.5,43.1302,24.406200000000002,0.0,18.724,0.3424,8356.68288,2808.6,0.0,2000.0,3000.0,3.0,0.0,16168.28288,19819.429900000003,54.0,3.0
W1_PV2,风电场景1,光伏场景2,6,6:00-7:00,2.5002,9.628,0.0,9.628,1,20.0,20.0,1.5,41.5,44.0002,34.3722,0.0,9.628,0.3424,11769.041279999998,1444.2,0.0,2000.0,3000.0,3.0,0.0,18216.24128,19465.636899999998,54.0,3.0
W1_PV2,风电场景1,光伏场景2,7,7:00-8:00,3.3701999999999996,22.804000000000002,3.2,26.004,1,20.0,20.0,1.5,41.5,44.8702,18.866199999999996,0.0,26.004,0.6074,11459.32988,3420.6000000000004,384.0,2000.0,3000.0,3.0,0.0,20266.92988,25015.6429,54.0,3.0
